ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Total_Visits
1,55,Self Enquiry,3,15,Small Business,Female,5,Basic,4,Unmarried,2,0,1,1,Executive,34187,3
1,56,Self Enquiry,3,22,Salaried,Female,3,Standard,5,Unmarried,3,1,5,1,Senior Manager,34717,4
1,36,Self Enquiry,3,22,Small Business,Male,3,Standard,3,Married,3,0,5,0,Senior Manager,18544,4
1,34,Company Invited,1,23,Large Business,Male,4,Basic,3,Married,1,1,5,1,Executive,23500,3
1,40,Self Enquiry,3,13,Small Business,Male,3,Basic,4,Unmarried,2,0,5,0,Executive,19661,2
1,36,Self Enquiry,1,14,Small Business,Female,3,Basic,5,Married,2,1,3,0,Executive,22347,5
1,35,Company Invited,1,13,Small Business,Male,3,Basic,4,Married,2,1,3,1,Executive,22347,3
1,51,Self Enquiry,3,33,Salaried,Male,3,Deluxe,3,Unmarried,2,1,5,1,Manager,29026,3
1,38,Company Invited,1,15,Salaried,Male,3,Deluxe,5,Married,5,0,3,0,Manager,21893,5
1,34,Self Enquiry,1,16,Small Business,Male,3,Deluxe,5,Unmarried,2,0,4,0,Manager,21125,2
1,36,Self Enquiry,2,26,Small Business,Female,3,Basic,4,Married,1,1,3,0,Executive,18669,4
1,58,Self Enquiry,1,27,Small Business,Female,3,Deluxe,4,Married,5,0,3,1,Manager,25008,4
1,40,Self Enquiry,2,24,Salaried,Male,1,Basic,5,Married,1,0,1,1,Executive,17387,3
1,36,Self Enquiry,2,13,Salaried,Male,4,Basic,5,Married,5,1,5,1,Executive,19639,3
1,48,Self Enquiry,3,8,Small Business,Male,4,Deluxe,4,Unmarried,1,1,1,1,Manager,22898,2
1,27,Company Invited,1,30,Salaried,Male,4,Basic,3,Unmarried,2,1,3,1,Executive,17534,4
1,51,Self Enquiry,3,16,Salaried,Female,3,Standard,4,Married,6,0,1,1,Senior Manager,28142,5
1,18,Self Enquiry,3,15,Small Business,Male,3,Basic,3,Unmarried,2,0,5,0,Executive,16611,3
1,35,Self Enquiry,1,13,Salaried,Male,3,Basic,4,Unmarried,2,1,3,1,Executive,20363,4
1,42,Self Enquiry,3,7,Salaried,Female,4,Deluxe,3,Unmarried,2,1,2,1,Manager,24671,5
0,50,Company Invited,1,15,Salaried,Male,5,Deluxe,4,Divorced,3,0,3,1,Manager,23808,7
1,38,Self Enquiry,1,9,Free Lancer,Male,5,Basic,3,Unmarried,8,1,3,0,Executive,20768,5
0,34,Company Invited,1,10,Salaried,Female,4,Basic,3,Divorced,3,1,5,1,Executive,21587,5
0,28,Self Enquiry,1,9,Small Business,Male,4,Basic,4,Divorced,2,0,5,1,Executive,22146,4
0,33,Company Invited,1,9,Salaried,Male,4,Basic,3,Unmarried,2,0,5,1,Executive,21746,6
0,60,Self Enquiry,1,10,Small Business,Female,3,Basic,5,Divorced,6,1,2,1,Executive,21348,5
0,31,Self Enquiry,1,31,Salaried,Male,4,Basic,3,Married,3,0,2,0,Executive,21371,6
0,39,Company Invited,1,30,Salaried,Male,5,Standard,3,Unmarried,2,0,3,0,Senior Manager,28204,4
0,37,Self Enquiry,1,34,Small Business,Male,4,Deluxe,3,Divorced,8,0,3,1,Manager,23915,5
0,36,Self Enquiry,1,23,Small Business,Male,3,Basic,4,Divorced,2,0,3,1,Executive,21104,5
0,30,Self Enquiry,1,22,Salaried,Female,5,Deluxe,3,Unmarried,2,1,3,0,Manager,22871,4
0,32,Self Enquiry,1,33,Salaried,Male,4,Basic,3,Married,3,0,3,0,Executive,21589,5
0,35,Self Enquiry,1,26,Small Business,Male,4,Basic,3,Married,2,0,3,0,Executive,21339,7
1,29,Self Enquiry,1,31,Salaried,Male,5,Basic,3,Unmarried,7,1,2,0,Executive,20706,4
0,30,Self Enquiry,1,28,Salaried,Female,3,Standard,5,Married,3,0,5,1,Senior Manager,28658,5
0,33,Self Enquiry,1,12,Salaried,Male,3,Basic,4,Married,2,1,2,1,Executive,21976,5
0,23,Company Invited,1,23,Small Business,Male,3,Basic,3,Married,3,1,3,0,Executive,21613,5
0,54,Self Enquiry,3,9,Salaried,Female,5,Super Deluxe,3,Divorced,4,0,3,1,AVP,34105,5
0,39,Self Enquiry,1,9,Salaried,Male,4,Basic,3,Unmarried,7,1,4,0,Executive,22622,5
0,25,Company Invited,1,18,Salaried,Female,3,Deluxe,3,Married,2,0,3,1,Manager,22689,7
1,37,Self Enquiry,3,16,Salaried,Male,5,Deluxe,5,Unmarried,2,0,2,0,Manager,22085,4
0,35,Self Enquiry,1,14,Salaried,Female,4,Standard,4,Unmarried,2,0,3,1,Senior Manager,30672,4
0,22,Self Enquiry,1,22,Salaried,Male,4,Basic,3,Unmarried,3,0,3,1,Executive,19910,6
1,35,Self Enquiry,1,13,Small Business,Male,4,Basic,5,Unmarried,4,0,2,1,Executive,21638,5
0,54,Self Enquiry,1,12,Salaried,Female,4,King,3,Married,3,0,5,0,VP,37772,5
1,33,Company Invited,1,23,Salaried,Female,6,Basic,5,Unmarried,3,1,4,1,Executive,22597,7
0,43,Self Enquiry,3,15,Small Business,Male,4,Deluxe,4,Divorced,2,0,3,0,Manager,25503,5
0,45,Self Enquiry,1,14,Small Business,Female,5,Standard,3,Divorced,5,0,4,1,Senior Manager,28926,4
0,47,Self Enquiry,3,9,Small Business,Female,4,King,5,Unmarried,3,0,2,0,VP,37625,5
0,34,Self Enquiry,1,9,Small Business,Male,4,Basic,3,Unmarried,6,0,3,1,Executive,21174,7
0,45,Self Enquiry,1,17,Salaried,Male,4,Deluxe,3,Divorced,4,1,3,1,Manager,25143,5
0,31,Self Enquiry,1,16,Small Business,Male,5,Basic,3,Unmarried,3,0,4,1,Executive,20884,5
1,40,Self Enquiry,3,12,Large Business,Male,4,Deluxe,3,Divorced,5,0,2,0,Manager,20764,5
1,25,Self Enquiry,1,7,Small Business,Male,4,Basic,3,Divorced,4,1,3,1,Executive,20971,7
0,44,Self Enquiry,1,9,Small Business,Female,3,Basic,3,Married,3,0,2,0,Executive,21323,6
1,51,Self Enquiry,3,10,Small Business,Male,5,Basic,3,Divorced,3,1,4,0,Executive,21361,4
0,36,Self Enquiry,3,9,Small Business,Female,4,Basic,3,Divorced,3,0,2,1,Executive,20692,5
0,37,Self Enquiry,1,12,Salaried,Female,5,Basic,5,Divorced,2,1,2,1,Executive,98678,4
0,34,Company Invited,3,7,Salaried,Female,3,Deluxe,5,Divorced,4,0,3,1,Manager,24054,4
0,36,Self Enquiry,1,11,Salaried,Male,4,Basic,3,Married,3,0,4,0,Executive,20629,5
0,28,Self Enquiry,1,9,Salaried,Female,4,Basic,5,Married,3,0,3,0,Executive,21019,5
1,27,Self Enquiry,1,32,Salaried,Male,6,Basic,3,Unmarried,3,0,2,1,Executive,20971,5
0,28,Company Invited,3,15,Salaried,Male,4,Standard,3,Unmarried,3,0,2,1,Senior Manager,27404,4
0,31,Company Invited,1,7,Small Business,Female,4,Deluxe,3,Unmarried,3,0,3,1,Manager,22689,4
1,42,Self Enquiry,1,19,Large Business,Female,4,King,3,Divorced,3,0,4,1,VP,38223,4
0,35,Company Invited,3,30,Small Business,Male,4,Deluxe,3,Unmarried,2,0,5,1,Manager,23246,6
0,38,Self Enquiry,1,26,Salaried,Male,4,Basic,4,Divorced,6,0,4,1,Executive,21700,6
0,47,Company Invited,3,12,Small Business,Male,4,Deluxe,3,Unmarried,6,1,5,1,Manager,24450,6
0,36,Self Enquiry,1,15,Salaried,Male,3,Basic,3,Divorced,3,0,5,1,Executive,20947,5
1,49,Self Enquiry,1,7,Salaried,Male,5,Standard,3,Unmarried,2,1,5,0,Senior Manager,24059,7
1,29,Self Enquiry,1,12,Large Business,Male,4,Basic,3,Unmarried,3,1,2,1,Executive,22119,4
0,45,Self Enquiry,3,7,Small Business,Female,4,Deluxe,5,Married,7,1,2,0,Manager,24132,5
0,36,Company Invited,1,18,Small Business,Male,5,Standard,5,Divorced,4,1,5,1,Senior Manager,28562,6
0,27,Self Enquiry,3,30,Small Business,Female,5,Deluxe,3,Divorced,2,1,2,1,Manager,22835,4
0,34,Company Invited,1,7,Salaried,Female,4,Standard,3,Unmarried,3,1,2,1,Senior Manager,32136,5
0,36,Company Invited,3,25,Salaried,Male,4,Standard,5,Divorced,3,0,4,1,Senior Manager,27747,5
0,36,Self Enquiry,1,30,Small Business,Female,4,Basic,5,Divorced,5,1,4,1,Executive,22692,3
0,32,Self Enquiry,1,14,Salaried,Male,4,Deluxe,3,Married,5,0,3,1,Manager,24593,4
0,38,Self Enquiry,1,7,Salaried,Male,5,Deluxe,3,Married,3,0,5,1,Manager,24671,5
0,33,Self Enquiry,1,7,Small Business,Male,4,Deluxe,3,Divorced,3,1,4,1,Manager,24840,4
0,39,Company Invited,1,36,Salaried,Female,4,Deluxe,3,Unmarried,3,0,3,1,Manager,21084,4
0,51,Self Enquiry,1,14,Small Business,Female,5,King,3,Married,3,1,4,1,VP,37418,5
0,60,Self Enquiry,3,32,Salaried,Female,4,Standard,5,Unmarried,2,0,3,1,Senior Manager,26315,4
0,37,Self Enquiry,1,15,Large Business,Female,4,Standard,3,Married,3,0,4,1,Senior Manager,28774,5
0,56,Self Enquiry,1,15,Small Business,Female,4,Super Deluxe,3,Married,4,1,3,0,AVP,33434,5
0,37,Company Invited,1,18,Salaried,Male,5,Deluxe,4,Unmarried,3,0,4,1,Manager,25177,6
0,46,Self Enquiry,1,14,Salaried,Male,4,Standard,5,Married,4,0,3,1,Senior Manager,28402,5
0,36,Company Invited,1,7,Small Business,Male,4,Basic,5,Divorced,6,0,2,0,Executive,20872,6
1,37,Self Enquiry,1,16,Small Business,Male,5,Basic,3,Divorced,2,1,2,0,Executive,22066,6
0,60,Company Invited,3,7,Salaried,Female,5,Deluxe,3,Unmarried,2,0,5,1,Manager,24151,5
0,30,Self Enquiry,1,9,Salaried,Male,4,Basic,4,Divorced,2,0,4,0,Executive,21381,5
0,32,Self Enquiry,1,7,Small Business,Male,4,Basic,4,Unmarried,3,0,3,0,Executive,21179,4
0,33,Self Enquiry,1,7,Salaried,Male,4,Deluxe,4,Divorced,3,0,3,0,Manager,24898,5
0,37,Self Enquiry,1,13,Salaried,Female,3,Deluxe,3,Divorced,5,0,2,0,Manager,21716,4
0,32,Self Enquiry,1,15,Salaried,Female,4,Deluxe,3,Unmarried,3,0,5,0,Manager,23102,6
0,36,Self Enquiry,3,7,Small Business,Male,5,Deluxe,5,Unmarried,2,0,2,0,Manager,22990,5
0,46,Self Enquiry,1,13,Salaried,Male,4,Standard,5,Divorced,6,1,3,0,Senior Manager,31923,4
0,38,Self Enquiry,1,14,Small Business,Male,4,Standard,3,Unmarried,6,0,2,0,Senior Manager,32342,3
0,47,Self Enquiry,2,12,Small Business,Male,4,Deluxe,4,Married,2,1,5,0,Manager,23699,6
0,31,Self Enquiry,1,7,Salaried,Male,5,Deluxe,3,Divorced,3,1,2,1,Manager,23804,5
0,36,Self Enquiry,1,7,Small Business,Male,5,Basic,3,Unmarried,3,0,4,1,Executive,21537,3
0,56,Self Enquiry,3,7,Salaried,Male,4,Standard,3,Divorced,5,0,2,0,Senior Manager,28917,6
0,39,Company Invited,1,13,Small Business,Female,6,Deluxe,3,Married,2,1,2,0,Manager,24007,7
0,35,Self Enquiry,1,7,Small Business,Male,4,Deluxe,4,Divorced,3,0,5,0,Manager,23003,5
0,57,Self Enquiry,1,14,Salaried,Male,6,Standard,3,Unmarried,6,0,2,0,Senior Manager,25938,4
0,24,Self Enquiry,3,9,Large Business,Male,4,Basic,5,Married,5,0,3,1,Executive,21000,6
0,52,Self Enquiry,1,16,Salaried,Male,4,Basic,3,Divorced,5,0,3,1,Executive,20753,5
0,31,Self Enquiry,1,9,Salaried,Male,5,Deluxe,3,Divorced,3,0,4,1,Manager,22830,4
1,47,Self Enquiry,3,16,Small Business,Male,5,Standard,3,Unmarried,3,0,5,0,Senior Manager,28297,6
0,41,Company Invited,1,7,Salaried,Male,5,Super Deluxe,4,Divorced,3,0,2,1,AVP,32181,7
0,52,Self Enquiry,3,28,Small Business,Male,4,Deluxe,3,Unmarried,2,1,5,1,Manager,24119,6
0,31,Self Enquiry,3,11,Small Business,Female,5,Deluxe,4,Married,3,1,3,1,Manager,23887,6
0,47,Company Invited,1,7,Small Business,Male,5,Standard,5,Divorced,4,1,2,1,Senior Manager,29351,5
0,33,Self Enquiry,3,13,Small Business,Male,4,Deluxe,3,Unmarried,3,0,5,1,Manager,23688,4
0,55,Self Enquiry,1,9,Large Business,Female,4,Standard,3,Divorced,2,0,4,1,Senior Manager,32227,4
0,25,Self Enquiry,3,10,Salaried,Female,4,Deluxe,3,Divorced,2,0,4,1,Manager,23677,4
0,29,Company Invited,3,11,Small Business,Male,4,Deluxe,3,Divorced,3,0,2,1,Manager,22899,4
0,59,Self Enquiry,3,17,Small Business,Male,4,Super Deluxe,3,Unmarried,2,0,3,1,AVP,32550,5
0,45,Company Invited,1,30,Small Business,Male,4,Deluxe,4,Divorced,6,0,3,1,Manager,20720,5
1,38,Self Enquiry,2,13,Salaried,Male,4,Basic,5,Married,6,1,2,1,Executive,20751,5
0,33,Self Enquiry,1,7,Salaried,Male,4,Basic,5,Unmarried,3,0,2,0,Executive,21634,7
1,21,Company Invited,1,13,Salaried,Female,5,Basic,3,Unmarried,3,1,2,1,Executive,21604,6
0,35,Self Enquiry,1,13,Salaried,Female,4,Deluxe,3,Unmarried,3,0,3,1,Manager,23487,4
0,38,Company Invited,1,9,Salaried,Male,5,Deluxe,3,Married,7,0,2,0,Manager,23841,6
0,60,Company Invited,2,9,Salaried,Female,5,King,3,Divorced,3,0,2,1,VP,37522,5
0,51,Company Invited,1,7,Salaried,Female,4,King,4,Divorced,3,1,2,0,VP,36850,7
1,26,Self Enquiry,3,12,Small Business,Male,5,Deluxe,3,Unmarried,3,1,3,1,Manager,24422,4
0,26,Self Enquiry,1,14,Small Business,Male,5,Basic,3,Divorced,3,0,2,1,Executive,21567,7
0,23,Self Enquiry,1,22,Small Business,Female,4,Basic,3,Unmarried,3,0,2,1,Executive,21549,5
0,52,Company Invited,1,7,Small Business,Female,5,Standard,5,Unmarried,5,0,2,1,Senior Manager,26162,3
1,35,Company Invited,1,14,Salaried,Male,6,Deluxe,3,Unmarried,3,1,5,1,Manager,24752,6
0,55,Company Invited,2,33,Salaried,Female,3,Super Deluxe,3,Unmarried,3,1,3,1,AVP,36006,3
0,25,Self Enquiry,1,25,Salaried,Male,4,Basic,3,Divorced,2,0,4,1,Executive,21452,4
0,35,Self Enquiry,1,13,Salaried,Female,5,Deluxe,4,Married,8,0,3,0,Manager,23183,5
0,38,Self Enquiry,3,10,Salaried,Male,4,Standard,3,Unmarried,4,0,3,0,Senior Manager,26106,4
0,35,Self Enquiry,1,12,Small Business,Female,5,Standard,5,Unmarried,4,0,2,0,Senior Manager,30309,4
0,37,Company Invited,3,18,Large Business,Female,4,Standard,3,Divorced,2,0,5,0,Senior Manager,28416,5
0,37,Self Enquiry,1,10,Salaried,Female,4,Basic,3,Married,7,0,2,1,Executive,21513,4
0,44,Company Invited,3,33,Salaried,Male,4,Super Deluxe,3,Divorced,3,1,2,0,AVP,35637,5
0,31,Company Invited,1,30,Salaried,Male,6,Basic,3,Married,3,0,3,1,Executive,21291,7
0,34,Company Invited,3,29,Small Business,Male,4,Deluxe,4,Divorced,2,0,2,0,Manager,24824,6
1,57,Self Enquiry,1,21,Salaried,Female,4,Basic,4,Divorced,2,1,5,1,Executive,23641,6
0,52,Self Enquiry,1,13,Salaried,Male,4,King,3,Unmarried,3,0,5,1,VP,38215,4
1,32,Self Enquiry,3,13,Salaried,Male,6,Deluxe,3,Divorced,6,1,3,1,Manager,24850,6
0,27,Self Enquiry,1,13,Salaried,Female,5,Basic,4,Divorced,3,0,3,1,Executive,21046,4
1,59,Self Enquiry,1,30,Small Business,Female,4,Standard,3,Divorced,3,0,3,1,Senior Manager,28990,5
1,20,Self Enquiry,3,29,Small Business,Male,4,Basic,3,Unmarried,3,1,2,0,Executive,20353,5
0,23,Self Enquiry,1,9,Large Business,Male,4,Basic,3,Divorced,2,0,5,1,Executive,21201,7
0,50,Self Enquiry,1,27,Small Business,Female,4,Deluxe,5,Divorced,3,0,2,1,Manager,25245,7
0,44,Company Invited,1,35,Small Business,Female,3,Basic,3,Unmarried,6,0,3,0,Executive,23417,7
0,51,Company Invited,3,19,Small Business,Female,4,Standard,3,Unmarried,6,0,5,0,Senior Manager,27886,5
1,32,Self Enquiry,3,27,Salaried,Female,6,Deluxe,3,Divorced,5,1,3,1,Manager,23237,5
0,42,Self Enquiry,3,16,Salaried,Male,4,Standard,3,Married,5,1,2,0,Senior Manager,26867,6
0,27,Self Enquiry,2,32,Salaried,Female,4,Basic,3,Divorced,3,0,4,1,Executive,21620,5
0,37,Self Enquiry,1,13,Small Business,Male,4,Deluxe,4,Married,8,0,4,1,Manager,23619,5
1,52,Company Invited,1,15,Salaried,Male,6,Standard,3,Unmarried,4,0,2,0,Senior Manager,29328,5
0,40,Self Enquiry,3,11,Salaried,Female,5,Deluxe,3,Divorced,6,0,5,1,Manager,24580,4
0,26,Self Enquiry,3,35,Salaried,Male,5,Deluxe,3,Divorced,4,0,4,0,Manager,27317,4
0,31,Self Enquiry,2,16,Salaried,Male,4,Deluxe,3,Divorced,2,1,3,1,Manager,25025,5
1,33,Self Enquiry,1,16,Small Business,Female,4,Basic,5,Unmarried,2,0,4,1,Executive,22878,5
0,46,Self Enquiry,1,36,Small Business,Male,4,Basic,3,Unmarried,7,0,2,1,Executive,22130,4
0,39,Self Enquiry,1,10,Large Business,Female,4,Deluxe,3,Unmarried,5,1,5,0,Manager,4678,4
0,31,Self Enquiry,1,25,Salaried,Female,4,Basic,3,Unmarried,3,0,2,1,Executive,21310,5
0,33,Company Invited,3,16,Small Business,Male,6,Deluxe,3,Married,2,0,2,0,Manager,23346,5
0,31,Self Enquiry,1,12,Large Business,Female,4,Basic,5,Married,7,0,5,1,Executive,21882,5
0,31,Self Enquiry,1,9,Small Business,Male,5,Basic,3,Unmarried,2,0,4,0,Executive,21398,4
0,42,Company Invited,1,17,Salaried,Male,5,Super Deluxe,5,Married,3,0,2,1,AVP,35859,5
0,42,Self Enquiry,1,16,Salaried,Male,4,Basic,5,Divorced,4,0,2,0,Executive,20916,7
0,20,Self Enquiry,1,10,Small Business,Female,4,Basic,4,Unmarried,3,0,3,1,Executive,20161,7
0,41,Company Invited,1,33,Small Business,Female,4,Deluxe,4,Married,3,0,2,1,Manager,24283,4
0,36,Self Enquiry,3,7,Small Business,Male,4,Standard,4,Divorced,3,0,4,1,Senior Manager,25973,7
0,54,Self Enquiry,3,13,Small Business,Male,4,Deluxe,3,Divorced,4,1,5,0,Manager,20984,4
0,46,Self Enquiry,1,16,Salaried,Male,4,Deluxe,4,Married,2,0,4,1,Manager,21026,4
0,33,Company Invited,3,15,Small Business,Female,4,Standard,3,Unmarried,3,0,4,1,Senior Manager,27676,5
0,30,Company Invited,1,7,Large Business,Male,4,Deluxe,3,Divorced,3,0,3,0,Manager,22997,5
0,52,Self Enquiry,1,14,Small Business,Male,5,Deluxe,3,Divorced,4,0,3,1,Manager,24810,5
0,59,Self Enquiry,1,16,Small Business,Female,5,Basic,4,Divorced,6,1,2,1,Executive,22024,5
0,41,Self Enquiry,3,11,Small Business,Male,5,Standard,3,Divorced,2,0,2,1,Senior Manager,29533,5
0,35,Company Invited,3,9,Small Business,Female,4,Basic,3,Divorced,8,0,5,1,Executive,20909,7
0,23,Self Enquiry,1,26,Small Business,Male,4,Basic,3,Divorced,3,0,2,0,Executive,21001,6
0,28,Company Invited,1,16,Small Business,Male,4,Basic,4,Married,8,0,3,0,Executive,20702,4
0,29,Self Enquiry,1,28,Small Business,Male,4,Basic,3,Divorced,3,0,2,0,Executive,21391,4
0,58,Self Enquiry,1,31,Salaried,Male,3,Standard,3,Married,5,1,4,1,Senior Manager,28117,5
0,28,Company Invited,1,10,Small Business,Male,5,Basic,3,Married,3,1,2,0,Executive,21244,7
0,51,Self Enquiry,1,18,Salaried,Female,4,King,3,Unmarried,5,0,5,1,VP,38604,4
0,42,Self Enquiry,1,21,Salaried,Male,4,Basic,3,Married,6,0,4,1,Executive,21129,5
0,31,Self Enquiry,3,12,Salaried,Female,4,Standard,3,Divorced,4,0,4,1,Senior Manager,28097,5
0,39,Self Enquiry,3,7,Salaried,Female,5,Deluxe,3,Unmarried,6,0,2,1,Manager,27364,5
0,33,Self Enquiry,1,13,Salaried,Male,4,Basic,3,Unmarried,5,0,2,0,Executive,21716,5
0,28,Self Enquiry,1,24,Large Business,Male,4,Basic,4,Divorced,2,1,4,1,Executive,21736,4
1,20,Company Invited,3,7,Large Business,Female,6,Basic,5,Unmarried,2,0,3,1,Executive,21003,6
0,37,Company Invited,1,10,Small Business,Male,4,Basic,4,Unmarried,6,0,4,1,Executive,20766,3
0,31,Company Invited,1,16,Small Business,Male,4,Deluxe,5,Married,3,0,2,0,Manager,21750,6
0,46,Self Enquiry,3,11,Salaried,Female,4,Deluxe,5,Married,6,1,4,0,Manager,23684,3
0,57,Self Enquiry,1,15,Salaried,Female,4,Basic,5,Married,6,1,4,1,Executive,22935,6
0,34,Self Enquiry,1,9,Salaried,Male,4,Basic,3,Unmarried,2,0,3,0,Executive,21178,5
1,20,Self Enquiry,1,13,Salaried,Male,5,Basic,3,Unmarried,3,0,5,0,Executive,19780,4
0,47,Self Enquiry,3,7,Small Business,Female,4,Standard,5,Married,3,0,2,1,Senior Manager,29131,6
0,39,Self Enquiry,1,16,Salaried,Female,4,Basic,3,Unmarried,3,0,2,1,Executive,20966,6
0,32,Self Enquiry,1,19,Small Business,Female,4,Basic,3,Divorced,2,1,4,1,Executive,22607,7
0,35,Self Enquiry,1,34,Small Business,Female,4,Basic,4,Unmarried,4,0,3,1,Executive,20989,5
1,42,Self Enquiry,3,27,Small Business,Female,4,Basic,4,Unmarried,3,1,4,0,Executive,21818,7
0,51,Self Enquiry,1,7,Small Business,Male,5,Basic,3,Divorced,4,0,3,0,Executive,22368,4
0,54,Self Enquiry,1,20,Small Business,Female,3,Deluxe,5,Married,3,0,2,1,Manager,23128,5
0,34,Self Enquiry,1,21,Small Business,Female,4,Basic,4,Divorced,3,0,5,0,Executive,21434,5
0,41,Self Enquiry,1,11,Small Business,Female,4,King,3,Divorced,3,0,5,0,VP,37711,5
0,56,Self Enquiry,1,21,Small Business,Male,3,King,4,Unmarried,3,0,2,0,VP,37400,7
0,35,Company Invited,1,9,Salaried,Male,5,Deluxe,3,Divorced,3,0,4,0,Manager,28225,4
0,52,Self Enquiry,1,10,Small Business,Female,4,Super Deluxe,4,Unmarried,5,0,5,0,AVP,32412,6
0,53,Self Enquiry,1,7,Salaried,Male,5,King,3,Divorced,2,0,2,1,VP,38677,6
0,28,Self Enquiry,1,16,Small Business,Female,4,Basic,4,Unmarried,3,0,3,1,Executive,20957,4
1,36,Self Enquiry,1,30,Salaried,Male,5,Deluxe,3,Divorced,5,1,4,1,Manager,24594,5
0,44,Company Invited,1,14,Small Business,Male,3,Basic,3,Married,6,0,4,0,Executive,20767,5
0,46,Company Invited,1,9,Small Business,Male,5,Super Deluxe,3,Divorced,2,0,4,1,AVP,35470,5
0,38,Self Enquiry,1,28,Salaried,Male,3,Basic,5,Divorced,3,1,3,0,Executive,22242,7
0,36,Company Invited,1,9,Small Business,Female,4,Deluxe,4,Unmarried,7,0,2,1,Manager,23103,4
0,43,Company Invited,1,28,Small Business,Female,4,Deluxe,3,Married,4,0,2,0,Manager,23943,4
0,39,Self Enquiry,1,9,Salaried,Male,4,Deluxe,3,Divorced,2,0,2,0,Manager,25231,5
0,39,Self Enquiry,1,36,Large Business,Male,4,Deluxe,3,Divorced,5,0,2,0,Manager,24939,5
0,28,Company Invited,1,7,Large Business,Male,5,Deluxe,5,Divorced,7,0,3,0,Manager,22976,5
0,50,Company Invited,1,25,Salaried,Male,4,Deluxe,3,Married,3,1,2,0,Manager,25482,6
0,35,Company Invited,1,17,Small Business,Male,4,Basic,3,Married,3,1,3,1,Executive,22493,4
0,41,Self Enquiry,1,26,Small Business,Male,4,Deluxe,3,Divorced,2,1,2,1,Manager,21419,5
1,39,Self Enquiry,1,36,Small Business,Male,4,Deluxe,5,Divorced,2,1,3,0,Manager,25351,6
1,30,Self Enquiry,3,34,Small Business,Female,4,Standard,3,Divorced,3,0,3,1,Senior Manager,26317,5
0,23,Self Enquiry,1,12,Salaried,Male,3,Basic,4,Married,3,1,4,0,Executive,21006,4
0,37,Company Invited,1,25,Small Business,Female,4,Basic,3,Unmarried,3,0,3,1,Executive,20831,7
0,41,Company Invited,1,16,Salaried,Male,5,Deluxe,3,Divorced,2,0,5,1,Manager,23554,5
0,47,Self Enquiry,1,7,Small Business,Male,4,Standard,5,Married,2,0,2,0,Senior Manager,28074,5
1,33,Self Enquiry,3,11,Small Business,Male,6,Standard,3,Divorced,3,0,2,1,Senior Manager,29078,5
0,31,Company Invited,1,7,Salaried,Male,5,Standard,3,Unmarried,3,0,5,1,Senior Manager,27152,5
0,28,Company Invited,3,27,Salaried,Female,4,Deluxe,3,Unmarried,3,0,2,1,Manager,28659,5
0,52,Self Enquiry,1,15,Salaried,Male,5,Standard,4,Divorced,7,0,3,1,Senior Manager,31168,5
1,31,Self Enquiry,1,10,Large Business,Female,4,Basic,5,Unmarried,7,1,4,1,Executive,21335,5
0,42,Self Enquiry,3,13,Salaried,Female,4,Standard,3,Unmarried,5,1,2,0,Senior Manager,32269,6
1,31,Company Invited,3,33,Small Business,Female,5,Deluxe,5,Unmarried,7,0,2,0,Manager,25374,5
1,30,Self Enquiry,1,7,Large Business,Male,4,Basic,3,Unmarried,2,0,2,0,Executive,20736,4
0,46,Company Invited,3,13,Small Business,Female,5,Standard,3,Unmarried,8,0,4,1,Senior Manager,27543,4
0,55,Self Enquiry,3,10,Small Business,Female,4,Deluxe,5,Divorced,4,0,4,1,Manager,24618,5
0,37,Self Enquiry,1,12,Salaried,Male,4,Deluxe,4,Unmarried,2,0,2,0,Manager,24592,7
0,34,Self Enquiry,1,11,Small Business,Female,5,Basic,4,Divorced,8,0,4,0,Executive,21300,4
0,38,Company Invited,1,18,Salaried,Male,4,Standard,3,Married,3,1,3,0,Senior Manager,30863,5
0,39,Self Enquiry,3,10,Salaried,Male,4,Standard,3,Married,2,0,2,1,Senior Manager,29287,6
0,32,Company Invited,1,7,Small Business,Male,6,Deluxe,3,Divorced,2,0,3,1,Manager,23023,4
0,60,Self Enquiry,1,10,Salaried,Male,5,Basic,3,Divorced,5,0,3,0,Executive,20855,6
0,38,Company Invited,3,11,Small Business,Male,4,Basic,3,Married,6,0,4,1,Executive,20855,4
0,30,Company Invited,3,7,Small Business,Female,4,Standard,3,Divorced,3,0,3,1,Senior Manager,26596,4
0,36,Company Invited,3,7,Small Business,Female,4,Standard,3,Unmarried,3,0,5,1,Senior Manager,27467,5
1,30,Self Enquiry,1,25,Small Business,Male,5,Basic,3,Unmarried,3,1,3,0,Executive,21067,5
0,53,Self Enquiry,1,9,Salaried,Female,5,Basic,3,Unmarried,2,0,3,0,Executive,21890,4
0,43,Self Enquiry,1,11,Large Business,Male,4,King,3,Divorced,3,0,2,0,VP,37910,5
0,60,Self Enquiry,2,13,Small Business,Male,4,Basic,3,Divorced,2,0,4,1,Executive,20945,4
0,51,Self Enquiry,3,7,Small Business,Female,4,King,3,Married,3,0,2,1,VP,38195,6
1,34,Self Enquiry,1,21,Small Business,Male,4,Basic,3,Divorced,7,1,2,0,Executive,21114,5
